,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
5779,8662,12276499,JE117148,1/19/2021 13:30,079XX S DOBSON AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,624,6,8.0,44,08A,1184600.0,1852604.0,2021,1/26/2021 15:51,41.75070845,-87.5991061,"(41.750708453, -87.599106098)"
4198,6307,12273405,JE117361,1/14/2021 18:50,041XX W 48TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESTAURANT,False,True,815,8,14.0,57,08B,1149392.0,1872476.0,2021,1/21/2021 15:51,41.80599246,-87.72761304,"(41.805992462, -87.727613041)"
18910,27383,12304512,JE156032,2/28/2021 3:00,016XX W 103RD ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2212,22,19.0,72,14,1167260.0,1836419.0,2021,3/7/2021 15:52,41.70668287,-87.66310981,"(41.706682871, -87.663109809)"
16741,24277,12299892,JE150503,2/23/2021 23:00,058XX S PAULINA ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,715,7,15.0,67,04B,1166006.0,1866112.0,2021,3/2/2021 15:50,41.78819142,-87.66685972,"(41.788191418, -87.666859716)"
20064,29065,12307291,JE159319,3/4/2021 18:17,019XX N PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,CTA BUS,False,False,2535,25,26.0,20,14,1149399.0,1912823.0,2021,3/11/2021 15:47,41.91670937,-87.7265415,"(41.916709372, -87.7265415)"
2915,4394,12266261,JE109067,1/10/2021 17:10,005XX W ROOSEVELT RD,880,THEFT,PURSE-SNATCHING,STREET,False,False,124,1,25.0,28,6,1173209.0,1894980.0,2021,1/17/2021 15:49,41.86725154,-87.63959443,"(41.867251542, -87.639594427)"
29057,42288,12328376,JE184257,3/30/2021 13:32,073XX N RIDGE BLVD,810,THEFT,OVER $500,APARTMENT,False,False,2424,24,49.0,1,6,1160766.0,1948476.0,2021,4/6/2021 17:03,42.01431465,-87.68378626,"(42.014314646, -87.683786255)"
16487,23905,12298774,JE148529,2/22/2021 8:00,049XX W NORTH AVE,890,THEFT,FROM BUILDING,ATHLETIC CLUB,False,False,2533,25,37.0,25,6,1143333.0,1910186.0,2021,3/1/2021 15:46,41.90958877,-87.74889413,"(41.909588772, -87.748894125)"
22077,32081,12311104,JE163769,3/9/2021 12:15,047XX N KIMBALL AVE,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA STATION,True,False,1713,17,33.0,14,08B,1152858.0,1931371.0,2021,3/20/2021 16:49,41.96753862,-87.71334024,"(41.967538619, -87.713340244)"
15561,22568,12299945,JE141366,2/14/2021 9:55,100XX S VERNON AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,True,511,5,9.0,49,6,1181014.0,1838513.0,2021,2/26/2021 15:45,41.71212429,-87.61267911,"(41.712124289, -87.612679114)"
3980,5994,12270097,JE113370,1/1/2021 3:00,022XX S KIRKLAND AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1013,10,22.0,29,11,1147704.0,1888724.0,2021,1/20/2021 15:51,41.85061173,-87.73338793,"(41.850611727, -87.733387928)"
269,376,12260866,JE102702,1/4/2021 8:00,086XX S WALLACE ST,460,BATTERY,SIMPLE,CTA BUS STOP,False,False,2223,22,21.0,71,08B,1173826.0,1847155.0,2021,1/16/2021 15:49,41.73600121,-87.63874812,"(41.736001208, -87.63874812)"
31672,46101,12333967,JE191908,4/7/2021 3:30,015XX N LINDER AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,True,2532,25,37.0,25,08B,1139391.0,1909733.0,2021,4/14/2021 17:57,41.90841848,-87.7633866,"(41.908418479, -87.763386603)"
4834,7224,12272403,JE116067,1/16/2021 10:30,008XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,False,624,6,8.0,44,14,1183383.0,1852811.0,2021,1/23/2021 15:54,41.7513049,-87.60355928,"(41.751304895, -87.603559282)"
30923,44988,12331702,JE189016,4/4/2021 9:00,052XX N CICERO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1621,16,39.0,12,08B,1143400.0,1934567.0,2021,4/11/2021 17:07,41.97649123,-87.74803642,"(41.976491233, -87.748036424)"
15800,22921,12296936,JE146869,2/20/2021 0:01,101XX S FOREST AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,511,5,9.0,49,6,1180038.0,1837779.0,2021,2/27/2021 15:46,41.71013246,-87.61627586,"(41.710132457, -87.61627586)"
13666,19853,12289785,JE137476,2/9/2021 23:25,067XX N SHERIDAN RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2432,24,49.0,1,14,1167031.0,1944858.0,2021,2/19/2021 15:45,42.00425404,-87.66083827,"(42.004254037, -87.660838271)"
19556,28333,12305340,JE157121,3/2/2021 3:00,065XX S HARVARD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,722,7,20.0,68,14,1175189.0,1861676.0,2021,3/9/2021 15:54,41.77581828,-87.63332173,"(41.775818284, -87.633321727)"
21464,31156,12309834,JE162403,3/8/2021 4:00,001XX N WALLER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1512,15,29.0,25,14,1138136.0,1900512.0,2021,3/15/2021 16:48,41.8831377,-87.76822003,"(41.883137698, -87.768220034)"
12983,18884,12290063,JE137824,2/9/2021 0:00,022XX N LOWELL AVE,810,THEFT,OVER $500,STREET,False,False,2522,25,35.0,20,6,1147017.0,1914523.0,2021,2/19/2021 15:45,41.92142025,-87.73524944,"(41.921420251, -87.735249442)"
23713,34456,12314831,JE168482,3/14/2021 4:00,106XX S AVENUE M,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,True,432,4,10.0,52,14,1201520.0,1834989.0,2021,3/21/2021 16:49,41.70195864,-87.53770114,"(41.701958639, -87.537701144)"
15225,22113,12295494,JE144911,2/18/2021 1:00,027XX W HIRSCH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1423,14,26.0,24,14,1157943.0,1909198.0,2021,2/25/2021 15:51,41.90659191,-87.69524998,"(41.906591907, -87.695249977)"
7837,11618,12278018,JE122608,1/24/2021 18:30,063XX N CICERO AVE,810,THEFT,OVER $500,STREET,False,False,1711,17,39.0,12,6,1143268.0,1941730.0,2021,1/31/2021 15:48,41.99614949,-87.74834193,"(41.996149492, -87.748341928)"
12828,18657,12290369,JE138278,2/10/2021 12:30,0000X S STATE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,DEPARTMENT STORE,False,False,112,1,42.0,32,11,1176391.0,1900209.0,2021,2/19/2021 15:45,41.88152908,-87.62775517,"(41.881529075, -87.627755165)"
17158,24861,12301287,JE152295,2/24/2021 22:00,052XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,231,2,3.0,40,14,1178928.0,1870425.0,2021,3/3/2021 15:47,41.79974205,-87.61934865,"(41.799742051, -87.619348653)"
22673,32975,12312933,JE166160,3/11/2021 17:00,008XX W 103RD ST,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,2232,22,34.0,73,08A,1172655.0,1836545.0,2021,3/18/2021 16:52,41.70691171,-87.64334978,"(41.706911711, -87.643349776)"
19845,28725,12306753,JE158742,3/3/2021 20:00,013XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1424,14,1.0,24,14,1164769.0,1908933.0,2021,3/10/2021 15:48,41.90572266,-87.67018291,"(41.905722657, -87.670182913)"
6530,9726,12275191,JE119215,1/21/2021 4:00,034XX W 73RD ST,820,THEFT,$500 AND UNDER,STREET,False,False,835,8,17.0,66,6,1154805.0,1855993.0,2021,1/28/2021 15:49,41.76065426,-87.70819947,"(41.760654263, -87.708199467)"
9789,14285,12281597,JE126911,1/29/2021 17:50,028XX W WASHINGTON BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,1222,12,27.0,27,08B,1157252.0,1900552.0,2021,2/5/2021 15:47,41.88288059,-87.69802348,"(41.882880585, -87.698023476)"
8387,12423,12281088,JE126430,1/14/2021 23:00,072XX S KIMBARK AVE,820,THEFT,$500 AND UNDER,STREET,False,False,324,3,8.0,43,6,1186135.0,1857101.0,2021,2/2/2021 15:46,41.76301257,-87.59333945,"(41.763012568, -87.593339452)"
13409,19477,12293355,JE142079,2/11/2021 13:30,001XX N LONG AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1523,15,28.0,25,11,1140311.0,1900631.0,2021,2/19/2021 15:45,41.88342467,-87.76023028,"(41.883424669, -87.760230279)"
30747,44734,12333492,JE191391,4/4/2021 9:00,019XX W FOSTER AVE,810,THEFT,OVER $500,APARTMENT,False,False,2012,20,40.0,4,6,1162648.0,1934550.0,2021,4/11/2021 17:07,41.97606189,-87.67725387,"(41.976061885, -87.67725387)"
7530,11159,12276967,JE121453,1/23/2021 20:15,020XX W COULTER ST,560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,True,False,1034,10,25.0,31,08A,1163066.0,1888239.0,2021,1/30/2021 15:51,41.84897249,-87.6770199,"(41.848972486, -87.677019902)"
319,458,12264073,JE106495,1/7/2021 23:30,014XX S KOMENSKY AVE,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,False,1011,10,24.0,29,08A,1149618.0,1892756.0,2021,1/16/2021 15:49,41.86163912,-87.72625849,"(41.861639122, -87.726258488)"
5619,8435,12272732,JE116496,1/18/2021 17:30,002XX W 105TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,512,5,34.0,49,14,1176474.0,1835312.0,2021,1/25/2021 15:48,41.70344336,-87.62940161,"(41.703443363, -87.629401612)"
24807,36048,12317240,JE171359,3/17/2021 11:30,069XX W FARRAGUT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1613,16,41.0,10,08B,1129134.0,1934430.0,2021,3/24/2021 17:06,41.97637078,-87.80050252,"(41.976370778, -87.800502515)"
9511,13907,12281654,JE127147,1/29/2021 23:13,036XX W SUNNYSIDE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1723,17,35.0,14,04B,1151096.0,1929656.0,2021,2/5/2021 15:47,41.96286735,-87.71986413,"(41.962867349, -87.719864132)"
3998,6027,12268961,JE112042,1/13/2021 21:49,080XX S HERMITAGE AVE,550,ASSAULT,AGGRAVATED POLICE OFFICER - HANDGUN,ALLEY,False,False,611,6,21.0,71,04A,1166079.0,1851357.0,2021,1/20/2021 15:53,41.74770018,-87.66701117,"(41.747700175, -87.66701117)"
10512,15294,12283571,JE129425,2/1/2021 10:20,0000X E ROOSEVELT RD,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,123,1,4.0,32,6,1176576.0,1895067.0,2021,2/8/2021 15:48,41.86741494,-87.62723119,"(41.867414944, -87.627231186)"
26439,38414,12321022,JE175893,3/22/2021 7:25,082XX S SAGINAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,423,4,7.0,46,14,1195270.0,1850832.0,2021,3/29/2021 16:53,41.74558943,-87.56006521,"(41.745589433, -87.560065205)"
18400,26622,12303046,JE154215,2/27/2021 15:08,031XX N NEWCASTLE AVE,560,ASSAULT,SIMPLE,RESIDENCE,True,False,2511,25,36.0,18,08A,1130206.0,1920118.0,2021,3/6/2021 15:50,41.93707873,-87.79688972,"(41.937078733, -87.796889721)"
11561,16791,12286956,JE133742,2/5/2021 21:00,117XX S STATE ST,460,BATTERY,SIMPLE,RESIDENCE,False,False,522,5,34.0,53,08B,1178355.0,1827205.0,2021,2/12/2021 15:49,41.68115419,-87.62275871,"(41.681154187, -87.622758713)"
1234,1818,12266188,JE109030,1/7/2021 17:00,0000X E GARFIELD BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,225,2,20.0,40,11,1177463.0,1868438.0,2021,1/16/2021 15:49,41.7943228,-87.62478123,"(41.7943228, -87.624781229)"
14979,21755,12294714,JE143974,2/17/2021 14:15,057XX N AUSTIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1622,16,45.0,10,14,1135236.0,1937859.0,2021,2/24/2021 15:49,41.98567391,-87.77798081,"(41.985673913, -87.777980812)"
2529,3803,12263316,JE105601,1/6/2021 2:45,060XX S JUSTINE ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,713,7,16.0,67,04A,1167036.0,1864704.0,2021,1/16/2021 15:49,41.78430572,-87.66312334,"(41.784305722, -87.663123342)"
30066,43717,12330857,JE187903,4/2/2021 22:50,008XX W WELLINGTON AVE,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1933,19,44.0,6,6,1169981.0,1920130.0,2021,4/9/2021 17:06,41.93633564,-87.65071012,"(41.936335635, -87.650710119)"
32851,47876,12337796,JE196563,4/10/2021 22:04,034XX N WOLCOTT AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,1922,19,47.0,5,6,1163059.0,1923057.0,2021,4/17/2021 17:31,41.94451591,-87.67606665,"(41.944515912, -87.676066646)"
7418,10999,12277038,JE121421,1/23/2021 17:30,011XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,True,True,123,1,4.0,32,08B,1177417.0,1895669.0,2021,1/30/2021 15:51,41.86904785,-87.62412552,"(41.869047845, -87.624125523)"
13445,19529,12289963,JE137623,2/8/2021 15:00,008XX E 63RD ST,820,THEFT,$500 AND UNDER,APARTMENT,False,False,313,3,20.0,42,6,1182846.0,1863417.0,2021,2/19/2021 15:45,41.78042129,-87.6051981,"(41.780421287, -87.605198095)"
23185,33708,12318392,JE172507,3/12/2021 1:05,062XX N SPRINGFIELD AVE,810,THEFT,OVER $500,STREET,False,False,1711,17,39.0,13,6,1149231.0,1941226.0,2021,3/20/2021 16:49,41.99465261,-87.7264197,"(41.994652608, -87.726419702)"
32917,47961,12337050,JE195396,4/10/2021 13:15,044XX S FRANCISCO AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,922,9,15.0,58,14,1157777.0,1874981.0,2021,4/17/2021 17:31,41.81270023,-87.69679164,"(41.81270023, -87.696791642)"
26109,37934,12320284,JE175117,3/21/2021 10:16,002XX W EVERGREEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,SCHOOL - PUBLIC GROUNDS,False,False,1821,18,27.0,8,14,1174261.0,1909359.0,2021,3/28/2021 16:57,41.90668497,-87.63530302,"(41.906684967, -87.635303024)"
16619,24089,12299870,JE150453,2/23/2021 21:39,005XX N STATE ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,True,False,1834,18,42.0,8,08B,1176273.0,1903981.0,2021,3/20/2021 16:49,41.89188231,-87.62807462,"(41.891882309, -87.628074619)"
10887,15801,12284579,JE130764,2/2/2021 20:50,021XX S CENTRAL PARK AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,1014,10,24.0,29,08B,1152703.0,1889443.0,2021,2/9/2021 15:47,41.85248745,-87.7150215,"(41.852487445, -87.715021495)"
26931,39135,12323771,JE179219,3/24/2021 18:00,033XX W PENSACOLA AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1724,17,33.0,16,08B,1153425.0,1928718.0,2021,3/31/2021 16:59,41.96024734,-87.71132625,"(41.96024734, -87.711326245)"
29049,42277,12328683,JE185186,3/30/2021 21:00,079XX S LUELLA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,False,True,414,4,7.0,46,14,1192574.0,1852843.0,2021,4/6/2021 17:03,41.75117385,-87.56987828,"(41.751173846, -87.569878279)"
1174,1725,12263989,JE106201,1/7/2021 16:30,035XX W DICKENS AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1413,14,35.0,22,14,1152242.0,1913723.0,2021,1/16/2021 15:49,41.91912338,-87.71607251,"(41.919123379, -87.716072506)"
21071,30560,12335603,JE193449,3/26/2021 11:20,061XX S PULASKI RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,BANK,False,False,823,8,23.0,65,11,1150753.0,1863677.0,2021,4/10/2021 17:02,41.78182025,-87.72285051,"(41.781820248, -87.722850506)"
23750,34508,12315609,JE169347,3/14/2021 16:00,051XX W CONCORD PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2533,25,37.0,25,14,1141888.0,1910486.0,2021,3/21/2021 16:49,41.9104389,-87.75419506,"(41.9104389, -87.754195062)"
33497,48796,12338421,JE197290,4/12/2021 12:48,030XX N BROADWAY,560,ASSAULT,SIMPLE,COMMERCIAL / BUSINESS OFFICE,False,False,1934,19,44.0,6,08A,1171724.0,1920381.0,2021,4/19/2021 17:20,41.93698613,-87.64429705,"(41.936986127, -87.644297045)"
33934,49450,12339446,JE198513,4/13/2021 17:20,030XX W GRAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1211,12,27.0,23,14,1155786.0,1905675.0,2021,4/20/2021 16:49,41.89696824,-87.70326857,"(41.896968238, -87.703268574)"
9693,14147,12281197,JE126371,1/29/2021 7:30,063XX N OAKLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,True,2413,24,50.0,2,14,1159830.0,1942045.0,2021,2/5/2021 15:47,41.99668722,-87.68740889,"(41.996687222, -87.687408885)"
5298,7913,12271476,JE115084,1/17/2021 1:07,031XX W MONTROSE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,1724,17,33.0,16,04A,1154842.0,1929076.0,2021,1/24/2021 15:47,41.96120137,-87.70610702,"(41.961201372, -87.706107016)"
9061,13294,12280404,JE125642,1/28/2021 13:38,0000X W MONROE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,112,1,42.0,32,11,1176101.0,1899916.0,2021,2/4/2021 15:52,41.8807316,-87.62882885,"(41.880731604, -87.628828854)"
9758,14238,12282852,JE128274,1/29/2021 0:00,002XX N WELLS ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,122,1,42.0,32,6,1174694.0,1901831.0,2021,2/5/2021 15:47,41.88601806,-87.63393788,"(41.886018055, -87.633937881)"
21492,31195,12310642,JE162376,3/8/2021 3:00,076XX S DAMEN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,611,6,18.0,71,08B,1164353.0,1853915.0,2021,3/15/2021 16:48,41.7547562,-87.67326387,"(41.754756202, -87.673263874)"
33760,49196,12343182,JE202841,4/12/2021 3:00,026XX N PARKSIDE AVE,810,THEFT,OVER $500,RESIDENCE,False,False,2514,25,30.0,19,6,1138263.0,1916947.0,2021,4/20/2021 16:47,41.92823501,-87.76735548,"(41.928235006, -87.767355484)"
30043,43681,12334638,JE192814,4/1/2021 16:00,038XX W 69TH PL,810,THEFT,OVER $500,PARK PROPERTY,False,False,833,8,13.0,65,6,1151903.0,1858240.0,2021,4/9/2021 17:03,41.76687778,-87.71877671,"(41.766877777, -87.718776712)"
13785,20028,12292319,JE140768,2/13/2021 14:16,015XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2531,25,29.0,25,14,1138716.0,1909639.0,2021,2/20/2021 15:50,41.90817281,-87.76586854,"(41.908172813, -87.76586854)"
15952,23144,12297516,JE147629,2/21/2021 3:00,075XX S INDIANA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,623,6,6.0,69,14,1178902.0,1855035.0,2021,2/28/2021 15:48,41.75751093,-87.61991224,"(41.757510926, -87.619912236)"
31680,46111,12338657,JE197016,1/29/2021 17:12,037XX W Palmer St,810,THEFT,OVER $500,RESIDENCE,False,False,2525,25,35.0,22,6,1150987.0,1914361.0,2021,4/14/2021 17:49,41.9208988,-87.72066681,"(41.920898803, -87.720666809)"
15246,22141,12296064,JE144858,2/18/2021 11:30,078XX S YATES BLVD,820,THEFT,$500 AND UNDER,APARTMENT,False,True,421,4,7.0,43,6,1193556.0,1853551.0,2021,2/25/2021 15:51,41.75309269,-87.56625667,"(41.753092687, -87.566256674)"
3456,5218,12268199,JE111212,1/12/2021 23:48,091XX S SOUTH CHICAGO AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,423,4,7.0,46,08B,1196826.0,1844863.0,2021,1/19/2021 15:53,41.72917151,-87.55456177,"(41.729171506, -87.55456177)"
14236,20677,12293237,JE141875,2/14/2021 20:50,038XX W 63RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,823,8,23.0,65,08B,1151875.0,1862555.0,2021,2/21/2021 15:48,41.77871937,-87.71876632,"(41.778719372, -87.718766323)"
14,21,12260670,JE102458,1/3/2021 19:15,087XX S LAFLIN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2222,22,21.0,71,08B,1167861.0,1846757.0,2021,1/16/2021 15:49,41.73503907,-87.66061313,"(41.735039065, -87.660613134)"
4060,6112,12270941,JE109755,1/11/2021 14:07,036XX E 106TH ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,432,4,10.0,52,6,1201989.0,1835277.0,2021,1/20/2021 15:51,41.70273703,-87.53597409,"(41.702737032, -87.535974085)"
3586,5423,12267832,JE110820,1/12/2021 15:00,0000X E 113TH ST,460,BATTERY,SIMPLE,RESIDENCE,False,False,531,5,9.0,49,08B,1178486.0,1830054.0,2021,1/19/2021 15:53,41.6889693,-87.6221931,"(41.688969297, -87.6221931)"
4285,6436,12269735,JE112967,1/14/2021 20:09,010XX N HAMLIN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1112,11,27.0,23,08B,1150859.0,1906698.0,2021,1/21/2021 15:51,41.89987332,-87.72133801,"(41.899873316, -87.721338005)"
3038,4595,12265775,JE108541,1/10/2021 3:48,082XX S ELLIS AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,False,True,631,6,8.0,44,04A,1184332.0,1850510.0,2021,1/17/2021 15:49,41.74496857,-87.60015355,"(41.744968571, -87.600153551)"
7758,11498,12277530,JE122205,1/24/2021 17:25,043XX S MICHIGAN AVE,810,THEFT,OVER $500,RESIDENCE,False,False,215,2,3.0,38,6,1177880.0,1876305.0,2021,1/31/2021 15:48,41.81590112,-87.6230137,"(41.815901118, -87.623013703)"
11188,16268,12289620,JE136541,1/9/2021 11:04,030XX S DRAKE AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,1032,10,22.0,30,6,1153186.0,1884093.0,2021,2/11/2021 15:45,41.83779684,-87.71339047,"(41.837796837, -87.713390474)"
27256,39617,12327909,JE184225,3/1/2021 13:10,016XX W LAWRENCE AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA BUS,False,False,2032,20,47.0,3,04A,1164686.0,1931947.0,2021,4/1/2021 17:01,41.96887608,-87.66983351,"(41.968876081, -87.669833506)"
32226,46929,12335307,JE193498,4/8/2021 14:55,002XX W 43RD ST,560,ASSAULT,SIMPLE,VEHICLE NON-COMMERCIAL,False,True,925,9,3.0,37,08A,1175569.0,1876473.0,2021,4/15/2021 17:38,41.81641423,-87.63148581,"(41.816414234, -87.631485812)"
33858,49347,12338997,JE197892,4/13/2021 5:35,027XX W 63RD ST,820,THEFT,$500 AND UNDER,GAS STATION,False,False,825,8,17.0,66,6,1158878.0,1862752.0,2021,4/20/2021 16:49,41.77911976,-87.69308722,"(41.77911976, -87.693087216)"
20189,29245,12308668,JE161076,3/4/2021 4:00,024XX W CATALPA AVE,810,THEFT,OVER $500,RESIDENCE - GARAGE,False,False,2011,20,40.0,4,6,1159205.0,1936460.0,2021,3/11/2021 15:47,41.98137467,-87.68986236,"(41.981374671, -87.689862362)"
4275,6417,12269572,JE112762,1/14/2021 16:19,063XX S WESTERN AVE,560,ASSAULT,SIMPLE,SMALL RETAIL STORE,True,False,825,8,16.0,66,08A,1161461.0,1862542.0,2021,2/2/2021 15:46,41.77849033,-87.68362345,"(41.778490327, -87.683623452)"
18802,27212,12303693,JE155108,2/28/2021 14:50,001XX N HAMLIN BLVD,820,THEFT,$500 AND UNDER,STREET,False,False,1122,11,28.0,26,6,1151042.0,1900269.0,2021,3/7/2021 15:52,41.88222789,-87.7208344,"(41.882227891, -87.720834401)"
13760,19986,12292501,JE140878,2/13/2021 15:55,003XX W DIVISION ST,560,ASSAULT,SIMPLE,LIBRARY,False,False,1821,18,2.0,8,08A,1173911.0,1908313.0,2021,2/20/2021 15:50,41.9038225,-87.63661991,"(41.903822498, -87.63661991)"
882,1292,12261074,JE103035,1/4/2021 13:40,028XX W CERMAK RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,1033,10,12.0,30,08B,1157790.0,1889263.0,2021,1/16/2021 15:49,41.85189147,-87.69635551,"(41.851891472, -87.696355505)"
27232,39572,12323293,JE178774,3/24/2021 17:15,031XX N PULASKI RD,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2523,25,31.0,21,11,1149179.0,1920548.0,2021,3/31/2021 16:59,41.93791173,-87.72714913,"(41.93791173, -87.727149134)"
17775,25750,12303894,JE155167,2/26/2021 13:20,026XX W ROSEMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,2413,24,50.0,2,14,,,2021,3/5/2021 15:49,,,
12176,17671,12287759,JE134814,2/7/2021 1:52,026XX N HARLEM AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,False,False,2512,25,29.0,18,08B,1127636.0,1916900.0,2021,2/14/2021 15:47,41.92829188,-87.80640774,"(41.928291882, -87.806407742)"
20248,29335,12310963,JE163505,2/22/2021 10:00,076XX S EGGLESTON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,621,6,17.0,69,14,1174617.0,1854301.0,2021,3/11/2021 15:45,41.75559318,-87.63563792,"(41.755593181, -87.635637916)"
27612,40144,12325079,JE180731,3/26/2021 17:28,070XX S CALIFORNIA AVE,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,False,False,831,8,17.0,66,04B,1158926.0,1857747.0,2021,4/2/2021 17:04,41.76538433,-87.69304785,"(41.765384329, -87.693047847)"
57,79,12262828,JE104494,1/5/2021 20:53,076XX S COLES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,421,4,7.0,43,08B,1196285.0,1855196.0,2021,1/16/2021 15:49,41.75753948,-87.55620171,"(41.757539484, -87.556201706)"
28357,41249,12326565,JE182650,3/28/2021 21:00,077XX S CICERO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,False,True,834,8,18.0,70,08B,1145740.0,1853048.0,2021,4/4/2021 17:01,41.75274863,-87.74149784,"(41.752748627, -87.741497836)"
