,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
19000,27516,12304080,JE155496,2/28/2021 23:30,061XX W BELMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2511,25,30.0,19,08B,1134847.0,1920629.0,2021,3/7/2021 15:52,41.93840002,-87.77982092,"(41.938400015, -87.779820918)"
6655,9909,12275863,JE120167,1/21/2021 3:00,072XX S PERRY AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,731,7,6.0,69,11,1176649.0,1857050.0,2021,1/28/2021 15:49,41.76309129,-87.62810858,"(41.763091292, -87.628108584)"
10632,15466,12283675,JE129520,2/1/2021 16:30,007XX E 79TH ST,560,ASSAULT,SIMPLE,APARTMENT,False,True,624,6,6.0,69,08A,1182466.0,1852785.0,2021,2/8/2021 15:48,41.75125484,-87.60692041,"(41.751254843, -87.606920408)"
34060,49631,12339246,JE198085,4/13/2021 10:46,046XX W NORTH AVE,860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,True,False,2533,25,37.0,25,6,1145011.0,1910225.0,2021,4/20/2021 16:49,41.90966425,-87.74272882,"(41.909664252, -87.742728815)"
29436,42814,12329193,JE185338,3/31/2021 13:40,067XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,322,3,6.0,69,08B,1178322.0,1860421.0,2021,4/7/2021 17:14,41.77230388,-87.62187458,"(41.772303877, -87.621874577)"
12585,18308,12293332,JE141353,2/11/2021 20:00,032XX W WASHINGTON BLVD,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1123,11,28.0,27,6,1154733.0,1900497.0,2021,2/19/2021 15:45,41.88278046,-87.70727486,"(41.882780459, -87.707274858)"
3782,5709,12269066,JE112204,1/13/2021 23:00,081XX S MAY ST,890,THEFT,FROM BUILDING,OTHER (SPECIFY),False,False,613,6,21.0,71,6,1170069.0,1850820.0,2021,1/20/2021 15:53,41.74614086,-87.65240616,"(41.746140855, -87.652406156)"
5445,8134,12272024,JE115740,1/17/2021 19:05,071XX N ROCKWELL ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,2411,24,50.0,2,04A,1157731.0,1947432.0,2021,1/24/2021 15:47,42.01151253,-87.69498248,"(42.01151253, -87.694982479)"
13067,18994,12290869,JE138817,2/8/2021 12:00,059XX W EDDY ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,False,False,1633,16,36.0,15,11,1136073.0,1922995.0,2021,2/19/2021 15:45,41.94487076,-87.77525841,"(41.944870759, -87.775258405)"
20813,30193,12308715,JE161121,3/6/2021 16:07,026XX W POPE JOHN PAUL II DR,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,921,9,15.0,58,04A,1159293.0,1876047.0,2021,3/13/2021 15:51,41.81559452,-87.69120168,"(41.815594518, -87.691201681)"
32670,47598,12336388,JE194838,4/9/2021 20:56,013XX W 108TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2234,22,34.0,75,08B,1169253.0,1833129.0,2021,4/16/2021 17:26,41.69761179,-87.65590625,"(41.697611791, -87.655906254)"
28326,41205,12326343,JE182350,3/28/2021 14:17,061XX W 64TH PL,460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,812,8,23.0,64,08B,1136549.0,1861120.0,2021,4/4/2021 17:01,41.7750683,-87.77498781,"(41.775068296, -87.77498781)"
20325,29455,12306643,JE158552,3/4/2021 0:01,002XX N COLUMBUS DR,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,True,True,114,1,42.0,32,04B,1178302.0,1901928.0,2021,3/25/2021 16:52,41.88620277,-87.62068572,"(41.886202772, -87.620685715)"
31744,46203,12334739,JE192562,4/7/2021 16:00,014XX E 76TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,411,4,8.0,43,14,1187013.0,1854884.0,2021,4/14/2021 17:57,41.75690814,-87.59019167,"(41.756908144, -87.590191666)"
22793,33150,12314151,JE167579,3/12/2021 0:01,113XX S THROOP ST,890,THEFT,FROM BUILDING,RESIDENCE,False,False,2234,22,34.0,75,6,1169700.0,1829329.0,2021,3/19/2021 16:51,41.68717431,-87.65437925,"(41.687174313, -87.65437925)"
21442,31120,12310428,JE162528,3/8/2021 5:25,075XX N WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2411,24,49.0,2,14,1159016.0,1949968.0,2021,3/15/2021 16:48,42.01844499,-87.6901843,"(42.018444993, -87.690184296)"
14967,21735,12295398,JE144576,2/17/2021 16:00,064XX S LOWE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,APARTMENT,False,False,723,7,20.0,68,14,1173144.0,1862203.0,2021,2/24/2021 15:49,41.77730987,-87.64080292,"(41.777309867, -87.640802922)"
19029,27562,12304474,JE156008,2/28/2021 20:00,031XX N NATOMA AVE,810,THEFT,OVER $500,STREET,False,False,2511,25,36.0,18,6,1131539.0,1920059.0,2021,3/7/2021 15:52,41.93689384,-87.79199202,"(41.936893836, -87.79199202)"
8891,13077,12283542,JE128836,1/1/2021 15:55,074XX S BENNETT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,False,False,324,3,8.0,43,11,1189997.0,1855970.0,2021,2/3/2021 15:55,41.75981697,-87.5792211,"(41.759816968, -87.579221099)"
2236,3361,12264061,JE106452,1/7/2021 14:59,043XX S ROCKWELL ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,922,9,15.0,58,04A,1159757.0,1875793.0,2021,1/16/2021 15:49,41.81488798,-87.68950662,"(41.814887983, -87.689506618)"
21994,31948,12311417,JE164287,3/9/2021 20:07,019XX S CARPENTER ST,560,ASSAULT,SIMPLE,APARTMENT,False,False,1235,12,25.0,31,08A,1169547.0,1890893.0,2021,3/16/2021 16:52,41.85611691,-87.65315694,"(41.856116905, -87.653156939)"
29596,43043,12331089,JE186716,4/1/2021 22:00,028XX N DAWSON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1412,14,35.0,21,08B,1153019.0,1918897.0,2021,4/8/2021 17:05,41.93330588,-87.71308019,"(41.93330588, -87.71308019)"
23279,33845,12314533,JE168073,3/13/2021 15:40,072XX S ST LAWRENCE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,SIDEWALK,False,False,323,3,6.0,69,04B,1181485.0,1857244.0,2021,3/20/2021 16:52,41.76351348,-87.61037794,"(41.763513482, -87.61037794)"
27976,40674,12326547,JE181684,3/27/2021 19:01,0000X E ROOSEVELT RD,460,BATTERY,SIMPLE,RESTAURANT,False,False,123,1,4.0,32,08B,1177105.0,1895080.0,2021,4/3/2021 17:04,41.86743866,-87.62528877,"(41.867438661, -87.625288774)"
30787,44787,12331695,JE189039,4/4/2021 7:30,053XX W GRAND AVE,820,THEFT,$500 AND UNDER,STREET,False,False,2515,25,36.0,19,6,1140497.0,1913067.0,2021,4/11/2021 17:07,41.91754711,-87.75924167,"(41.917547111, -87.759241671)"
7079,10527,12275765,JE119970,1/22/2021 11:40,003XX E 58TH ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,False,False,232,2,20.0,40,08B,1179338.0,1866630.0,2021,1/29/2021 15:46,41.78931887,-87.6179609,"(41.789318865, -87.617960897)"
26406,38368,12321635,JE176765,3/22/2021 20:16,105XX S OGLESBY AVE,460,BATTERY,SIMPLE,CHA PARKING LOT / GROUNDS,True,False,434,4,7.0,51,08B,1193859.0,1835673.0,2021,3/29/2021 16:53,41.7040264,-87.56573056,"(41.704026401, -87.565730561)"
6522,9713,12275972,JE120131,1/21/2021 9:22,032XX N KENNETH AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1731,17,30.0,16,11,1146144.0,1921198.0,2021,1/28/2021 15:49,41.93975374,-87.73828688,"(41.939753737, -87.738286881)"
19065,27613,12303829,JE155119,2/28/2021 14:45,017XX N MAYFIELD AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,2531,25,29.0,25,04B,1136823.0,1910884.0,2021,3/7/2021 15:52,41.9116234,-87.77279268,"(41.911623397, -87.77279268)"
3938,5933,12270419,JE113871,1/1/2021 22:00,026XX W ALBION AVE,820,THEFT,$500 AND UNDER,STREET,False,False,2412,24,50.0,2,6,1157319.0,1943689.0,2021,1/20/2021 15:51,42.00125003,-87.69660084,"(42.001250025, -87.696600836)"
6165,9208,12278713,JE112234,1/14/2021 7:02,094XX S STATE ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,634,6,21.0,49,14,1177949.0,1842582.0,2021,1/28/2021 15:46,41.72336001,-87.62378112,"(41.723360012, -87.623781123)"
31023,45145,12333007,JE190665,4/5/2021 16:00,014XX E 76TH ST,560,ASSAULT,SIMPLE,RESIDENCE,False,True,411,4,8.0,43,08A,1187299.0,1854890.0,2021,4/12/2021 17:33,41.75691783,-87.58914335,"(41.756917825, -87.58914335)"
11288,16404,12289168,JE136755,1/24/2021 0:01,048XX W GUNNISON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1623,16,45.0,12,11,1143266.0,1931810.0,2021,2/11/2021 15:45,41.96892832,-87.74859841,"(41.968928321, -87.748598405)"
6775,10077,12275355,JE119552,1/21/2021 20:00,011XX W ARMITAGE AVE,810,THEFT,OVER $500,STREET,False,False,1811,18,43.0,7,6,1168443.0,1913458.0,2021,1/28/2021 15:49,41.91806079,-87.65655594,"(41.91806079, -87.656555935)"
7376,10941,12276599,JE121015,1/23/2021 5:00,005XX S LARAMIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1522,15,29.0,25,14,1141807.0,1897096.0,2021,1/30/2021 15:51,41.87369664,-87.75482428,"(41.873696636, -87.754824282)"
21037,30515,12312034,JE164945,3/6/2021 23:30,064XX N ROCKWELL ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2412,24,50.0,2,11,1157821.0,1942579.0,2021,3/13/2021 15:51,41.99819389,-87.69478451,"(41.998193885, -87.694784508)"
27276,39640,12323519,JE178993,3/25/2021 4:11,042XX S PRINCETON AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,925,9,3.0,37,6,1175000.0,1876652.0,2021,4/1/2021 17:04,41.81691816,-87.63356767,"(41.81691816, -87.633567673)"
20932,30359,12310893,JE162638,3/6/2021 13:00,023XX W 18TH PL,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,COMMERCIAL / BUSINESS OFFICE,False,False,1234,12,25.0,31,10,1160986.0,1891021.0,2021,3/13/2021 15:51,41.85664995,-87.68457657,"(41.856649948, -87.68457657)"
20539,29796,12307814,JE160019,3/5/2021 13:00,002XX W WASHINGTON ST,560,ASSAULT,SIMPLE,HOTEL / MOTEL,False,False,122,1,42.0,32,08A,1174594.0,1900807.0,2021,3/12/2021 15:54,41.88321038,-87.63433573,"(41.883210375, -87.634335728)"
7842,11624,12277861,JE121805,1/24/2021 10:15,136XX S INDIANA AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,533,5,9.0,54,08B,1179966.0,1814935.0,2021,1/31/2021 15:48,41.6474468,-87.61723483,"(41.6474468, -87.617234833)"
20349,29496,12311245,JE164096,2/15/2021 16:00,021XX N MELVINA AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,2512,25,36.0,19,08B,1134729.0,1913522.0,2021,3/11/2021 15:45,41.91889968,-87.78042304,"(41.918899683, -87.780423038)"
26895,39080,12325581,JE181432,3/8/2021 14:00,017XX N NASHVILLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,2513,25,29.0,25,11,1132146.0,1910870.0,2021,3/30/2021 16:49,41.91166757,-87.78997516,"(41.911667569, -87.789975161)"
14687,21324,12294435,JE143003,2/16/2021 12:00,022XX N NAGLE AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,2512,25,36.0,19,04A,1133047.0,1914258.0,2021,2/23/2021 15:48,41.92094895,-87.78658576,"(41.920948948, -87.786585756)"
28789,41893,12327032,JE183044,3/29/2021 11:16,018XX S KILDARE AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,True,1012,10,24.0,29,08A,1147922.0,1890599.0,2021,4/5/2021 17:04,41.85575278,-87.73253967,"(41.855752784, -87.732539669)"
19931,28848,12307093,JE159238,3/3/2021 19:00,075XX S STEWART AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,STREET,False,False,621,6,6.0,69,11,1174929.0,1855043.0,2021,3/10/2021 15:48,41.75762237,-87.63447243,"(41.757622369, -87.634472427)"
26996,39221,12324601,JE180232,3/24/2021 0:00,009XX W WEBSTER AVE,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1812,18,43.0,7,6,1169461.0,1914811.0,2021,3/31/2021 16:59,41.92175139,-87.65277632,"(41.921751388, -87.652776319)"
19335,28021,12305542,JE157164,3/2/2021 16:30,077XX S MUSKEGON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4,7.0,43,08B,1196473.0,1853998.0,2021,3/9/2021 15:54,41.75424742,-87.55555242,"(41.754247423, -87.555552419)"
6685,9951,12275759,JE119985,1/21/2021 12:20,069XX W BELMONT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1632,16,36.0,17,11,1129264.0,1920481.0,2021,1/28/2021 15:49,41.93809097,-87.80034349,"(41.938090971, -87.800343488)"
30383,44184,12332726,JE190338,4/3/2021 16:15,036XX S RHODES AVE,820,THEFT,$500 AND UNDER,STREET,False,False,212,2,4.0,35,6,1180178.0,1881087.0,2021,4/10/2021 17:05,41.82897086,-87.6144375,"(41.828970859, -87.614437499)"
27219,39551,12323375,JE178789,3/24/2021 19:10,039XX W ROOSEVELT RD,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,1132,11,24.0,29,14,1150123.0,1894416.0,2021,3/31/2021 16:59,41.86618454,-87.72436148,"(41.866184544, -87.724361483)"
28290,41146,12326025,JE181913,3/28/2021 1:30,074XX S CRANDON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,333,3,7.0,43,08B,1192831.0,1856167.0,2021,4/4/2021 17:01,41.76028891,-87.56882828,"(41.760288908, -87.568828277)"
16071,23308,12297995,JE147983,2/21/2021 11:40,004XX N MICHIGAN AVE,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1834,18,42.0,8,6,1177361.0,1903270.0,2021,2/28/2021 15:48,41.88990668,-87.62410051,"(41.889906681, -87.624100509)"
33260,48461,12337385,JE196096,4/11/2021 0:00,032XX W BLOOMINGDALE AVE,810,THEFT,OVER $500,STREET,False,False,1421,14,26.0,22,6,1154653.0,1911751.0,2021,4/18/2021 17:28,41.91366408,-87.70726706,"(41.913664083, -87.707267055)"
30765,44756,12332159,JE189639,4/4/2021 21:00,101XX S YALE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,511,5,9.0,49,08B,1176403.0,1837722.0,2021,4/11/2021 17:07,41.71005834,-87.62958948,"(41.710058336, -87.629589478)"
1574,2332,12260868,JE102770,1/2/2021 9:00,013XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1824,18,43.0,8,11,1176971.0,1909167.0,2021,1/16/2021 15:49,41.90609717,-87.62535403,"(41.906097165, -87.625354033)"
19962,28894,12306552,JE158315,3/3/2021 17:30,079XX S FRANCISCO AVE,810,THEFT,OVER $500,RESIDENCE,False,True,835,8,18.0,70,6,1158427.0,1851752.0,2021,3/10/2021 15:48,41.7489433,-87.69503989,"(41.748943304, -87.695039886)"
8462,12524,12283903,JE129939,1/12/2021 9:00,004XX E SOUTH WATER ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,114,1,42.0,32,11,1179256.0,1902052.0,2021,2/4/2021 15:49,41.88652124,-87.61717865,"(41.88652124, -87.617178654)"
30453,44287,12331344,JE188608,4/3/2021 19:20,016XX N KEELER AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,2534,25,26.0,23,04B,1148135.0,1910659.0,2021,4/10/2021 17:05,41.91079559,-87.73124126,"(41.910795591, -87.731241264)"
4567,6847,12270524,JE113915,1/15/2021 10:48,002XX E CHICAGO AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,COMMERCIAL / BUSINESS OFFICE,False,False,1833,18,2.0,8,11,1177850.0,1905773.0,2021,1/22/2021 15:48,41.89676393,-87.62222853,"(41.896763927, -87.622228525)"
11241,16340,12286132,JE132266,2/4/2021 13:23,007XX W 35TH ST,460,BATTERY,SIMPLE,STREET,False,False,915,9,11.0,60,08B,1171722.0,1881669.0,2021,2/11/2021 15:47,41.83075791,-87.64544481,"(41.830757907, -87.645444813)"
29948,43555,12330338,JE187349,4/2/2021 11:30,004XX N DAMEN AVE,820,THEFT,$500 AND UNDER,STREET,False,False,1221,12,27.0,24,6,1162986.0,1903267.0,2021,4/9/2021 17:06,41.89021236,-87.67689173,"(41.890212356, -87.676891734)"
15757,22861,12297283,JE147344,2/20/2021 19:40,019XX E 78TH ST,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,414,4,8.0,43,04A,1190683.0,1853643.0,2021,2/27/2021 15:46,41.75341495,-87.57678196,"(41.753414951, -87.576781955)"
3788,5717,12270778,JE113248,1/12/2021 6:48,100XX W OHARE ST,820,THEFT,$500 AND UNDER,AIRPORT PARKING LOT,False,False,1651,16,41.0,76,6,1100658.0,1934241.0,2021,1/20/2021 15:51,41.97629041,-87.90522722,"(41.976290414, -87.905227221)"
14170,20583,12295179,JE143775,2/14/2021 20:00,010XX N LAWNDALE AVE,810,THEFT,OVER $500,APARTMENT,False,False,1112,11,27.0,23,6,1151526.0,1906622.0,2021,2/21/2021 15:48,41.89965168,-87.71889009,"(41.899651681, -87.718890087)"
19401,28109,12306967,JE159043,3/2/2021 19:35,061XX N SHERIDAN RD,890,THEFT,FROM BUILDING,APARTMENT,False,False,2433,24,48.0,77,6,1168522.0,1940739.0,2021,3/9/2021 15:54,41.99291917,-87.65547286,"(41.992919165, -87.655472861)"
11518,16724,12287417,JE134392,2/5/2021 15:20,066XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,ALLEY,False,False,2432,24,49.0,1,6,1167047.0,1944339.0,2021,2/12/2021 15:49,42.00282955,-87.66079441,"(42.002829547, -87.660794406)"
182,263,12262297,JE104526,1/4/2021 17:30,021XX N NEVA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2512,25,29.0,25,11,1128244.0,1913437.0,2021,1/16/2021 15:49,41.91877869,-87.80425203,"(41.918778693, -87.804252025)"
22913,33327,12313616,JE166941,3/12/2021 14:00,087XX S PRINCETON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - GARAGE,False,False,634,6,21.0,49,14,1175694.0,1846783.0,2021,3/19/2021 16:51,41.73493882,-87.63191558,"(41.734938818, -87.631915576)"
28681,41734,12326904,JE182990,3/29/2021 10:00,058XX S MICHIGAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,232,2,20.0,40,08B,1178152.0,1866426.0,2021,4/5/2021 17:04,41.78878607,-87.62231573,"(41.788786066, -87.622315729)"
7374,10939,12276688,JE121132,1/23/2021 13:45,022XX E 71ST ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,331,3,5.0,43,6,1192485.0,1858354.0,2021,1/30/2021 15:51,41.76629864,-87.57002522,"(41.766298637, -87.570025224)"
23468,34110,12314796,JE168383,3/13/2021 23:30,051XX N LECLAIRE AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1623,16,45.0,12,08B,1141439.0,1933864.0,2021,3/20/2021 16:52,41.97459869,-87.75526537,"(41.974598685, -87.755265371)"
18233,26379,12306877,JE158904,2/23/2021 0:01,037XX S UNION AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,915,9,11.0,60,11,1172251.0,1879990.0,2021,3/6/2021 15:48,41.82613894,-87.64355336,"(41.826138937, -87.643553358)"
2553,3844,12264295,JE106699,1/8/2021 10:33,045XX S LAVERGNE AVE,820,THEFT,$500 AND UNDER,STREET,False,False,814,8,22.0,56,6,1143791.0,1873989.0,2021,1/16/2021 15:49,41.81025086,-87.74811797,"(41.810250855, -87.748117974)"
26469,38455,12323621,JE179061,3/22/2021 21:00,026XX N SACRAMENTO AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,1411,14,32.0,22,08B,1155925.0,1917400.0,2021,3/29/2021 16:53,41.92913981,-87.70244128,"(41.929139813, -87.702441275)"
33450,48731,12339061,JE197976,4/12/2021 23:00,016XX W HURON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1215,12,1.0,24,14,1165303.0,1904752.0,2021,4/19/2021 17:20,41.89423835,-87.6683404,"(41.894238351, -87.668340399)"
26597,38647,12324646,JE180168,3/22/2021 19:00,017XX E 87TH PL,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,412,4,8.0,48,11,1189490.0,1847317.0,2021,3/30/2021 16:49,41.73608452,-87.58135638,"(41.736084518, -87.581356375)"
2628,3945,12263862,JE106049,1/7/2021 14:30,003XX W GARFIELD BLVD,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,GAS STATION,False,False,935,9,3.0,37,11,1175139.0,1868487.0,2021,1/16/2021 15:49,41.79450951,-87.63330174,"(41.794509508, -87.633301738)"
20356,29511,12298984,JE149393,2/20/2021 21:00,087XX S THROOP ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,True,True,2222,22,21.0,71,08B,1169189.0,1846772.0,2021,3/12/2021 15:51,41.73505164,-87.65574746,"(41.73505164, -87.655747456)"
25506,37063,12324806,JE179389,3/20/2021 17:00,028XX N CENTRAL AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,SMALL RETAIL STORE,False,False,2514,25,31.0,19,11,1138547.0,1918373.0,2021,3/30/2021 16:49,41.93214295,-87.76627721,"(41.932142953, -87.766277214)"
22502,32725,12316742,JE170894,3/11/2021 10:00,048XX N NEW ENGLAND AVE,810,THEFT,OVER $500,STREET,False,False,1613,16,41.0,10,6,1129585.0,1931796.0,2021,3/18/2021 16:52,41.9691351,-87.7989044,"(41.969135104, -87.798904397)"
9466,13848,12282596,JE126342,1/29/2021 8:49,004XX E 40TH ST,498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",APARTMENT,False,True,214,2,3.0,38,04B,1179914.0,1878240.0,2021,2/5/2021 15:47,41.82116453,-87.61549337,"(41.821164532, -87.615493365)"
13795,20045,12293173,JE141692,2/13/2021 22:00,002XX N ALBANY AVE,460,BATTERY,SIMPLE,APARTMENT,False,False,1222,12,27.0,27,08B,1155672.0,1901594.0,2021,2/20/2021 15:50,41.88577189,-87.70379725,"(41.885771885, -87.703797252)"
23866,34708,12316332,JE170233,3/15/2021 9:00,032XX W ROOSEVELT RD,820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1134,11,24.0,29,6,1154776.0,1894524.0,2021,3/22/2021 16:53,41.86638906,-87.70727694,"(41.866389063, -87.707276938)"
30994,45096,12332570,JE189988,4/5/2021 10:36,0000X E WACKER DR,486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,True,True,111,1,42.0,32,08B,1176971.0,1902537.0,2021,4/19/2021 17:16,41.88790413,-87.62555495,"(41.887904127, -87.625554948)"
1403,2081,12259222,JE100821,1/1/2021 19:30,078XX W VICTORIA ST,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,1612,16,41.0,10,6,1123173.0,1937591.0,2021,1/16/2021 15:49,41.98514456,-87.82235471,"(41.985144556, -87.822354706)"
20924,30345,12308441,JE160766,3/6/2021 10:15,043XX N KEDZIE AVE,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1724,17,33.0,16,6,1154271.0,1928711.0,2021,3/13/2021 15:51,41.96021124,-87.70821612,"(41.960211239, -87.708216117)"
26571,38610,12325387,JE181168,3/7/2021 0:01,029XX N TROY ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1411,14,33.0,21,11,1154869.0,1919369.0,2021,3/30/2021 16:49,41.93456416,-87.70626885,"(41.934564156, -87.706268848)"
14301,20771,12294077,JE142276,2/15/2021 11:45,076XX S SANGAMON ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,False,621,6,17.0,71,04A,1171299.0,1854172.0,2021,2/22/2021 15:49,41.75531238,-87.64780131,"(41.755312384, -87.647801313)"
27176,39490,12322959,JE178254,3/24/2021 11:00,054XX S EVERETT AVE,820,THEFT,$500 AND UNDER,STREET,False,False,234,2,5.0,41,6,1188969.0,1869259.0,2021,3/31/2021 16:59,41.7963077,-87.58256344,"(41.796307698, -87.582563444)"
12491,18173,12289709,JE137152,2/9/2021 16:37,035XX W GRENSHAW ST,560,ASSAULT,SIMPLE,APARTMENT,False,True,1133,11,24.0,29,08A,1152944.0,1894829.0,2021,2/16/2021 15:52,41.86726248,-87.71399435,"(41.867262482, -87.713994347)"
4778,7150,12274112,JE113889,1/15/2021 2:00,013XX W 15TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1233,12,25.0,28,08B,1167732.0,1892862.0,2021,1/22/2021 15:48,41.86155927,-87.65976218,"(41.861559271, -87.65976218)"
8996,13209,12279708,JE124788,1/27/2021 6:20,020XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1235,12,25.0,31,14,1166033.0,1890400.0,2021,2/3/2021 15:58,41.85483973,-87.66606912,"(41.85483973, -87.666069116)"
5482,8204,12272839,JE116662,1/18/2021 22:00,002XX N LEAMINGTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1532,15,28.0,25,08B,1142001.0,1901144.0,2021,1/25/2021 15:48,41.88480127,-87.75401168,"(41.884801266, -87.754011677)"
29976,43587,12330617,JE187640,4/2/2021 19:50,008XX E 82ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,8.0,44,08B,1183457.0,1850811.0,2021,4/9/2021 17:06,41.74581496,-87.60335029,"(41.745814961, -87.60335029)"
